ID;Text;Category;Date
1076;حلمت بأمّة عم تزرع الأرض مع ولادها، والزرع عم يكبر بسرعة.;أمل;2022-12-01
1077;كنت عم أزور بيتي القديم، ولقيته نضيف ومرتب والدنيا هادية.;أمل;2025-12-26
1078;شفت أولادي عم يلعبوا بحرية بالشارع، ما في صوت رصاص ولا خوف.;أمل;2019-02-03
1079;رأيت حدائق جديدة عم تفتح بكل المناطق، والناس جالسين مستريحين.;أمل;2025-07-05
1080;كنت عم أسمع صوت زغاريد بالحي، والناس عم يفرحوا بتخرج الأولاد.;أمل;2024-05-21
1081;شفت الناس عم يتعاونوا يعيدوا بناء بيوتهم مع بعض.;أمل;2025-09-20
1082;كنت بمكتبة جديدة، عم أقرأ كتب عن مستقبل أفضل وأحلام كبيرة.;أمل;2021-02-02
1083;رأيت الأطفال عم يزرعوا أشجار زيتون، وبيحكوا عن السلام.;أمل;2025-10-08
1084;شفت سيارة إسعاف عم توصل بسرعة لمساعدة مريض، والكل عم يشارك بالفرح.;أمل;2023-10-02
1085;كنت عم أمشي بالليل والناس عم ترجع من الشغل مبتسمين ومرتاحين.;أمل;2024-12-18
1086;رأيت ليمونة عم تكبر ع الشجرة، والجو صافي والشمس بتشرق جديدة.;أمل;2022-01-06
1087;شفت الشمس عم تشرق فوق حيطان مدرستي القديمة وولداتي عم يضحكوا بالصف.;أمل;2022-06-19
1088;كانت الشوارع نظيفة والناس بتساعد بعض، وعيون الكل مليانة طاقة وحياة.;أمل;2020-10-27
1089;حلمت إني قاعد عالقهوة مع رفقاتي، وكلنا بنتناول شاي وعم نحكي عن مشاريعنا الجاي.;أمل;2025-01-10
1090;شفت حالي عم أزرع وردة قدام بيتنا ورحت نام والدمع عيوني، وصحيت على بسمة أمي.;أمل;2022-09-26
1091;حضنت أختي بعد سنة غياب، وضحكنا مع بعض وكأن الوقت ما مر.;أمل;2024-12-14
1092;كنت بالسوق القديم، وكل الباعة بعطوني فواكه طازجة وعسى الخير يعم على الكل.;أمل;2019-04-06
1093;شفت ولدي عم يلعب مع أصحابو بالطرقات بدون خوف، والناس بتشتري خبز بضحكة عريضة.;أمل;2021-07-25
1094;ضحكت مع جارتي العجوزة، وسألتها عن وصفة الكعك يلي بتسوّيها بكل عيد.;أمل;2024-09-23
1095;شفت المدرسة مليانة أطفال، والمدرسة عم تعلّمهم كيف يكونوا أمل المستقبل.;أمل;2023-06-24
1096;رأيتني عم أكتب رسالة لحدا بعيد، وحروفها مليانة كلمات حب وتفاؤل.;أمل;2021-04-04
1097;كنت عم شوف حفلة صغيرة بأعياد المدينة القديمة، والناس بتغني وترقص مع بعض.;أمل;2024-01-03
1098;شفتني عم أزرع شجرة زيتون، الكل اجتمع حوالينها وكأنها بداية جديدة.;أمل;2019-11-05
1099;وجدت نفسي عم أمشي بنهر فيه سمك كبير وكل الناس عم تغني.;أمل;2019-07-24
1100;كنت عم أمشي بالشوارع الجديدة يلي انبنت بعد الدمار، والناس عم تبني بيوتهن بيدهم.;أمل;2021-12-14
1101;شفت طلاب عم يوزعوا كتب مجانية للأطفال اللي ما عندهم فرصة يتعلموا.;أمل;2020-03-28
1102;حلمت إني عم أفتح مطعم صغير للخبيز، وكل الناس بتجي تاكل وتضحك.;أمل;2024-03-02
1103;"رأيت أمي عم تغسل الصحون وضحكت معايا وقالتلي ""الحياة دايماً فيها خير.""";أمل;2019-10-11
1104;شفت جدي عم يحكيلي قصص من زمان، وأنا عم أدوّنها لأشاركها مع ولادي.;أمل;2025-10-17
1105;كنت عم أساعد جارتي تاخد دواءها، والناس كلها عم تبادل المساعدة والحب.;أمل;2024-03-03
1106;شفتني وبنيتي عم نزور البحر سوا، والجو دافي والناس عم تضحك حوالينا;أمل;2021-09-15
1107;حلمت إني بشتغل بكتابة قصص عن حياتنا، وكل حرف بيجمعنا أكتر وأكتر;أمل;2020-03-05
1108;شفت الحارة تزهر ورد بعد شتا طويل، والعيون بتلمع من الفرحة;أمل;2021-07-23
1109;سمعت صوت ولادي عم يغنوا بالبيت، وكل الجيران عم يشاركونهم الفرح;أمل;2020-09-13
1110;عم بتنقل عالصبح السوق والناس عم تتسامر وتشتري خبز طازة بضحكة;أمل;2019-09-06
1111;رأيتني عم أزرع شجرة زيتون بحديقة بيتنا، وورقها عم يلمع تحت الشمس;أمل;2020-12-30
1112;شفتني أتعلم مهارة جديدة مع شباب الحي، واحنا عم نضحك ونتعاون;أمل;2020-10-17
1113;حلمت إنو المدارس رجعت تفتح أبوابها، والأولاد طالعين بلا خوف;أمل;2024-02-12
1114;عم أمشي على الكورنيش وأشم هوا البحر، وحالي أحسن من كل يوم;أمل;2022-06-26
1115;شفتنا عم نعيد نرتب بيوتنا بعد الغيم، والناس عم تساعد بعض بلا كلل;أمل;2024-08-13
1116;رأيتنا نحتفل بعيد الفطر مع جيراننا، والكعك عم يملأ الطاولات;أمل;2024-09-05
1117;حلمت إني عم أشتغل بمشروع صغير، وأحس بالفخر لما حدا يشكرني;أمل;2020-10-25
1118;شفتني عم أزرع ورد بحديقة الحي، والألوان عم ترجع الجمال للأيام;أمل;2022-01-22
1119;عم أسمع صوت أغاني زمان تعود، والكل عم يشارك بغناء الفرح;أمل;2021-12-08
1120;حلمت إنو الأمان رجع لشوارعنا، وعيون الناس عم تلمع بالطمأنينة;أمل;2025-03-11
1121;شفتني أساعد جار مريض، والابتسامة ما تفارق وجهي;أمل;2023-08-17
1122;رأيت ولادي بالمدرسة، عم يتعلموا بسلام، والكتب مفتوحة قدامهم;أمل;2024-12-01
1123;حلمت إنو الأهل راجعين على البيت بعد غياب طويل، والدموع فرح;أمل;2022-02-14
1124;عم بحس القلب مليان أمل لما شفت الأطفال يلعبوا برا بلا خوف أو حزن;أمل;2019-11-06
1125;ولدي رجع من السفر وقعدنا نحكي سوا تحت شجرة التين القديمة بالدوار.;أمل;2020-03-14
1126;شفت الدخان صار دخان وردي، والشارع رجع نضيف والناس عم تضحك مع بعض.;أمل;2019-11-10
1127;صاحي من النوم ولاقيت الأرض مزروعة زهر وبسمة الناس مال الشوارع.;أمل;2020-10-31
1128;حلمت إني طلعت على سطح البيت وشفت الشمس عم تشرق بلا غيم ولا هم.;أمل;2025-10-17
1129;"رجعت مدرستي القديمة وطلعت على السبورة كتبت ""رايح أتعلم وأرجع"".";أمل;2019-12-15
1130;رحت السوق بلا ما أشوف وجوه حزينة، كل الناس عم يبيعوا ويشتروا بفرح.;أمل;2023-10-01
1131;جاري جاب لي خبز سخن وقعدنا نحكي قديش الدنيا صارت أطيب.;أمل;2025-08-07
1132;رجعت عالبيت بالليل وفتحت الباب، لقيت الأسرة كلها قاعدة تتسامر وتضحك.;أمل;2025-07-21
1133;شفت أولادي عم يلعبوا بالشارع بلا خوف ولا صوت طيارات.;أمل;2025-08-13
1134;حلمت إني زرعت شجرة رمان بتطلع أكل كفاية لكل العيلة.;أمل;2024-06-22
1135;راحت الدخان وبهرت الشمس عالمدينة القديمة، وصار الكل يحيي بعض.;أمل;2025-05-11
1136;نادتني أمي من بعيد وقالت لي تعال ناكل مع بعض رز باللحم قد ما بدك.;أمل;2025-04-29
1137;طلعت على الجبل وشفت الأمل عم يزرع طريق جديد للغد.;أمل;2022-12-22
1138;شفت الناس عم تصلح بيوتهم وكأن الحرب ما كانت.;أمل;2022-03-16
1139;رجعت أزور المدرسة وغنيت مع المدرس أغاني قديمة عن الوطن.;أمل;2025-07-04
1140;شفت الكنافة بالسوق عم تتباع والناس عم تحتفل بعيد الفرح.;أمل;2025-03-17
1141;صاحي الصبح ولقيت باب البيت مفتوح والريح عم تهب ريحة الورد.;أمل;2025-03-21
1142;حلمت بقطيع غنم عم يرجع للمرعى بعد المطر والكل فرحان.;أمل;2024-05-20
1143;رجعت لبلدتي ونظرت للشارع كأنه جديد، مليان ناس وأطفال يضحكوا.;أمل;2021-04-15
1144;شفت الحي نظيف والناس عم تزرع ورد بالأزقة، والضحكة ما فارقة وجوههم.;أمل;2019-08-02
1145;كنت جالس مع أهلي تحت شجرة التين، والجو هادي وأمان مالي الدار.;أمل;2019-06-12
1146;شفت أولادي بيركضوا بالشارع بلا خوف، والناس تساعد بعض على تنظيف المحل.;أمل;2022-07-29
1147;حلمت بنتي عم تكتب اسمها على باب المدرسة الجديدة بالحي.;أمل;2024-08-25
1148;الشارع كان مليان أطفال عم يلعبوا والكل مرحب فيهم بلا تفرق.;أمل;2019-10-30
1149;شفت جدي عم يحكي قصص قديمة والكل مبسوط وصحتو منيحة.;أمل;2021-02-19
1150;حلمت إني عم أحكي مع جاري عن موسم الزيتون وكيف السنة رح تكون خير.;أمل;2020-09-24
1151;كنت بمزرعة صغيرة، والأرض خضراء والمحصول عم يكبر بقلب الربيع.;أمل;2020-07-01
1152;شفت الناس عم توصل الكهرباء لأول مرة للقرية بعد طول انتظار.;أمل;2024-04-14
1153;حلمت ببيتنا القديم مصلح، والنوافذ مفتوحة والنسيم يدخل الدار.;أمل;2019-05-15
1154;شفت ولاد الحارة عم يزرعوا شجر جديد وجمعوا الكل عشان عيد زرع.;أمل;2020-04-17
1155;كنت عم أساعد بنتي تلبس ثوبها الجديد للعيد، وابتسامتها ما فارقة وجهها.;أمل;2025-12-10
1156;حلمت أنو الطرقات طيبة والسيارات تمشي بدون خوف ولا زعر.;أمل;2020-01-17
1157;شفت الحارة كلها تنور بالأنوار وكأن الضحى رجعت للبلد.;أمل;2024-05-13
1158;كنت عم أشوف الناس عم تتعلم لغة جديدة وحياة جديدة عم تنبني.;أمل;2025-09-10
1159;حلمت بمخبز جديد بالقرية ورائحة الخبز تعم الشوارع.;أمل;2025-11-25
1160;شفت المدرسة مليانة أطفال والمعلمين مبسوطين والحصص كلها أمل.;أمل;2023-03-08
1161;كنت أمشي بالليل والنجوم عم تنور دربي، والهدوء مالي الدنيا.;أمل;2021-05-16
1162;حلمت إنو الحرب خلصت وصار في عرس جماعي بالبلد، والكل فرحان.;أمل;2023-06-04
1163;شفت الشارع نضيف والناس عم تمشي بسلام، والضحكة ع وجوه الولاد ما بتختفي.;أمل;2020-10-24
1164;حلمت إني عم زرع بذرة صغيرة بحديقة بيتنا، وبعد شوية صارت شجرة كبيرة.;أمل;2025-04-11
1165;شفت راسي قاعد قدام الدوام مع أصحابي، والمدرسة مفتوحة، والدروس عم تفيدنا.;أمل;2023-09-09
1166;حلمت إنو الكهربا ما بتقطع بأي وقت، والأجهزة الإلكترونية بتشتغل ع طول.;أمل;2023-04-15
1167;كنت بلعب مع ولادي بالطرقات، والكل عم يساعد بعضو يزرع ورد بالحي.;أمل;2025-03-17
1168;شفت السوق مليان خضرة وفواكه، والأسعار رخيصة والجميع قادر يشتري.;أمل;2019-09-05
1169;حلمت إني قاعد ع الطاولة مع أهلي، والعيون كلها مليانة فرح.;أمل;2021-10-24
1170;شفت الولاد بالمدرسة عم يتعلموا بكتب جديدة، والمعلمة بتشرح بابتسامة.;أمل;2019-03-05
1171;كنت طالع ع سطح البيت وبشوف شمس مشرقة، العصافير عم تغرد حوالي.;أمل;2019-09-15
1172;حلمت إني بطمّن جاري إنه الجاي أحسن، وإنو راح نعيد نبني الحي من جديد.;أمل;2022-12-06
1173;شفت الحكي بين الجيران طيب، والناس عم يتطوعوا ينظفوا الحي سوا.;أمل;2020-10-09
1174;كنت عم روح ع المستشفى والمرضى عم يتحسنوا بسرعة، والدكاترة مبتسمين.;أمل;2022-07-18
1175;حلمت إني بمشي ع سوق الحميدية، الكل مبسوط والباعة عم ينادوا بأمل وحيوية.;أمل;2021-04-15
1176;شفت نهر عبي بالمية من جديد، والأطفال عم يضحكوا ويلعبوا ع شطونه.;أمل;2023-02-09
1177;كنت قاعد مع أصدقائي عم نحكي عن خططنا للمستقبل، والقلوب كلها مليانة تفاؤل.;أمل;2021-01-19
1178;حلمت إنو الكهربا رجعت طول الوقت، والناس عم يشغلوا التكييف ويطبخوا براحا.;أمل;2019-12-24
1179;شفت قميص ولدي الجديد، والدوام بلش أول يوم بدون خوف أو تردد.;أمل;2019-02-14
1180;كنت عم أخطط مع عيلتي للسفر على سوريا بدون خوف، نتمشى بالحدائق ونرجع بسلام.;أمل;2020-02-22
1181;حلمت إنو الطريق للمدرسة مافي فيها حواجز، والسيارات تمشي وما في حوادث.;أمل;2024-04-28
1182;شفت أشجار الزيتون عم تثمر من جديد قدام بيتنا القديم، والشمس عم تشرق بلطف على وجوه الصغار.;أمل;2021-10-26
1183;كنت بمخبز الحي بشتري خبز سخن والناس عم تضحك حواليني، وريحة الخبز ملانة الجو.;أمل;2023-07-07
1184;شفت أمي عم تحكي مع جارتنا والقهوة عالطاولة، والهموم عم تروح مع ضحكتهم.;أمل;2021-11-30
1185;كنت عم أزرع وردة جنب النافذة، وشفتها بتفتح مع أول ضوء الصبح.;أمل;2019-01-23
1186;حلمت إني بالجامعة عم أدرس بتركيز، والأساتذة عم يشجعوني على النجاح.;أمل;2020-02-28
1187;شفت ولادي عم يلعبوا بأمان بحديقة مليانة أطفال، والسماء صافية بلا سحب.;أمل;2021-05-29
1188;كنت أمشي بساحة المدينة الجديدة، والناس عم تتبادل التحيات بابتسامات صادقة.;أمل;2025-03-02
1189;حلمت إنو الكهرباء ما بتقطع ولا مرة، وكل الأجهزة عم تشتغل عالطول.;أمل;2022-11-19
1190;شفت السوق الشعبي مليان فواكه وخضروات طازجة، والباعة عم ينادوا باسماء الزبائن.;أمل;2025-07-10
1191;كنت جالس مع أهلي على التراس، والهوى عليل والنجوم عم تبرق فوقنا.;أمل;2024-03-10
1192;حلمت إني رجعت لشغلي القديم، والزبائن عم يمدحوا خدمتي.;أمل;2025-03-23
1193;شفت المدارس عم تفتح أبوابها، والطلاب مبسوطين وحماسهم عالي.;أمل;2025-11-23
1194;كنت عم شارك بحفل زفاف صديقي، والفرح مالي القاعة بالرقص والغناء.;أمل;2024-08-30
1195;حلمت إنو الحي عم يتزين بالألوان والزينة، والناس عم تتعانق بعد طول غياب.;أمل;2021-03-03
1196;شفت عرس صغير عالشارع، والكل عم يشارك بفرحة صافية وبسيطة.;أمل;2019-08-18
1197;كنت عم أمشي عالشارع الرئيسي، والطرقات نظيفة والسيارات ماشية بهدوء.;أمل;2023-02-05
1198;حلمت إنو في ضيعة عايشة بالسلام، والطيور تغني من الصبح للمغرب.;أمل;2020-11-19
1199;شفت الأطفال عم يتعلموا بالرسم، وكل لوحة بتحكي قصة جديدة.;أمل;2021-07-15
1200;كنت جالس مع أصدقائي نخطط لمستقبل أحسن، والابتسامة ما بتغيب عن وجوهنا.;أمل;2024-10-01
